City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
403,maumere,-8.6199,122.2111,30.65,70,35,1.84,ID,1704173268
404,puerto armuelles,8.2833,-82.8667,26.16,62,34,0.45,PA,1704173269
405,hiratacho,35.4333,132.8167,14.01,47,75,5.66,JP,1704173270
406,sydney mines,46.2367,-60.2177,-3.09,80,100,3.09,CA,1704173271
407,leh,34.1667,77.5833,-5.92,37,0,1.26,IN,1704172983
408,peace river,56.2501,-117.286,-8.83,73,100,3.6,CA,1704173272
409,fisterra,42.9049,-9.2629,14.3,91,100,15.82,ES,1704173274
410,puerto leguizamo,-0.1934,-74.7819,23.45,95,99,0.29,CO,1704173275
411,grootfontein,-19.5667,18.1167,21.76,35,82,2.06,NA,1704173276
412,al jahra',29.3375,47.6581,16.46,47,0,2.91,KW,1704173277
413,stevens point,44.5236,-89.5746,-3.92,82,100,4.47,US,1704173252
414,spanish wells,26.323,-81.7957,17.76,75,0,0.0,US,1704173279
415,puerto carreno,6.189,-67.4859,26.51,67,91,3.14,CO,1704173280
416,kroya,-7.6331,109.2461,29.49,75,98,3.66,ID,1704173282
417,lata,40.1629,-8.3327,11.15,87,79,2.07,PT,1704173283
418,phan rang-thap cham,11.5667,108.9833,31.64,53,91,6.9,VN,1704173284
419,neryungri,56.6709,124.6491,-18.98,94,87,0.69,RU,1704173285
420,kikwit,-5.041,18.8162,21.42,98,100,0.82,CD,1704173287
421,sur,22.5667,59.5289,24.65,49,0,0.83,OM,1704173289
422,kupino,54.3663,77.2981,-2.9,95,99,5.07,RU,1704173289
423,mananjary,-21.2167,48.3333,25.26,95,100,4.57,MG,1704173290
424,north bend,43.4065,-124.2243,9.36,100,0,2.57,US,1704173291
425,lompoc,34.6391,-120.4579,12.18,88,0,2.57,US,1704173022
426,alenquer,-1.9417,-54.7383,24.75,83,70,0.9,BR,1704173293
427,sinop,41.7711,34.8709,7.23,70,98,3.74,TR,1704173294
428,sechura,-5.5569,-80.8222,22.79,78,54,4.92,PE,1704173295
429,langsa,4.4683,97.9683,31.22,60,98,1.89,ID,1704173296
430,wajir,1.7471,40.0573,25.99,65,21,5.64,KE,1704173297
431,colchani,-20.3,-66.9333,12.25,51,100,1.87,BO,1704173298
432,mahibadhoo,3.7833,72.9667,27.53,76,99,2.36,MV,1704173299
433,asau,46.4333,26.4,5.71,72,100,3.89,RO,1704173300
434,newman,37.3138,-121.0208,8.34,91,0,0.45,US,1704173301
435,tambura,5.6,27.4667,22.49,29,31,2.4,SS,1704173302
436,laoag,18.1989,120.5936,28.95,74,40,7.2,PH,1704173038
437,kristiansund,63.1115,7.732,0.36,47,4,3.6,NO,1704173304
438,quepos,9.4236,-84.1652,25.02,81,19,1.55,CR,1704173305
439,box elder,41.5005,-112.8764,-0.97,61,93,0.81,US,1704173306
440,tsiombe,-25.3,45.4833,24.98,85,95,7.91,MG,1704173307
441,amungan,15.3652,119.9582,30.0,63,70,3.28,PH,1704173308
442,i-n-salah,27.1935,2.4607,13.78,28,11,4.2,DZ,1704173309
443,stettler,52.3168,-112.7186,-7.36,94,75,1.18,CA,1704173309
444,rochester,43.1548,-77.6156,-0.51,82,100,2.57,US,1704173310
445,paita,-5.0892,-81.1144,22.38,82,67,4.61,PE,1704173311
446,dom pedrito,-30.9828,-54.6731,18.69,93,32,2.01,BR,1704173312
447,imbituba,-28.24,-48.6703,21.41,91,71,4.76,BR,1704173313
448,atar,20.5169,-13.0499,19.17,15,100,3.06,MR,1704173314
449,neiafu,-18.65,-173.9833,28.38,83,40,5.14,TO,1704173315
450,remire-montjoly,4.9167,-52.2667,26.02,89,0,1.03,GF,1704173316
451,karera,25.4667,78.15,18.78,49,0,2.31,IN,1704173317
452,suzun,53.7841,82.3116,-0.76,90,100,6.66,RU,1704173318
453,malpica,43.3228,-8.8105,14.63,74,100,11.89,ES,1704173319
454,westport,41.1415,-73.3579,2.12,64,0,3.09,US,1704173245
455,mhangura,-16.8939,30.1683,20.78,81,97,1.56,ZW,1704173321
456,yuzhno-kurilsk,44.0306,145.8556,-2.01,72,100,5.44,RU,1704173322
457,pisco,-13.7,-76.2167,22.03,88,40,4.12,PE,1704173057
458,bikenibeu village,1.3673,173.1241,29.98,84,40,2.57,KI,1704173324
459,kulunda,52.566,78.9385,-1.04,95,100,7.09,RU,1704173325
460,bairnsdale,-37.8333,147.6167,25.03,68,100,2.68,AU,1704173326
461,kovdor,67.5662,30.4758,-29.06,100,31,1.95,RU,1704173326
462,guerrero negro,27.9769,-114.0611,15.94,74,14,3.32,MX,1704173327
463,inhambane,-23.865,35.3833,24.87,85,100,7.91,MZ,1704173328
464,urucui,-7.2294,-44.5561,23.75,94,76,1.57,BR,1704173329
465,dajal,29.5577,70.3762,18.57,24,3,1.39,PK,1704173330
466,booue,-0.0921,11.9385,22.84,97,56,0.9,GA,1704173332
467,qamdo,31.1667,97.2333,-4.48,33,98,0.93,CN,1704173333
468,babura,12.7731,9.0158,16.8,20,22,3.68,NG,1704173334
469,harstad,68.799,16.5293,-13.34,74,98,2.87,NO,1704173335
470,santa ana de yacuma,-13.75,-65.4333,24.28,88,98,2.56,BO,1704173336
471,msaken,35.7292,10.5808,14.7,77,20,3.6,TN,1704173337
472,kannangad,12.3081,75.1063,29.74,57,88,0.66,IN,1704173338
473,hilo,19.7297,-155.09,22.83,92,75,3.09,US,1704173227
474,la sarre,48.8002,-79.1996,-3.95,81,99,5.58,CA,1704173155
475,show low,34.2542,-110.0298,3.93,55,100,0.45,US,1704173232
476,hammond,41.5834,-87.5,-1.33,86,100,4.12,US,1704173342
477,bandarbeyla,9.4942,50.8122,25.03,68,100,8.42,SO,1704173126
478,mungyeong,36.5946,128.1995,7.65,66,86,4.31,KR,1704173343
479,chilca,-12.5211,-76.7372,20.78,89,64,3.2,PE,1704173344
480,winnemucca,40.973,-117.7357,-4.97,80,0,3.09,US,1704173345
481,taltal,-25.4,-70.4833,18.45,83,11,0.83,CL,1704173346
482,turan,16.0678,108.2208,22.99,94,100,0.0,VN,1704173347
483,pointe-noire,-4.7761,11.8635,26.18,88,100,2.6,CG,1704173348
484,carboneras,37.0015,-1.9213,9.62,70,63,2.2,ES,1704173349
485,tarko-sale,64.9225,77.785,-33.09,97,7,4.57,RU,1704173350
486,chrastava,50.8169,14.9688,4.35,74,98,3.13,CZ,1704173351
487,berezovo,63.9381,65.0419,-31.03,98,17,3.29,RU,1704173352
488,antofagasta,-23.65,-70.4,19.6,79,51,1.14,CL,1704173163
489,xingcheng,40.6167,120.7167,0.12,63,17,1.88,CN,1704173354
490,el jadid,33.2549,-8.506,14.34,55,68,1.94,MA,1704173173
491,mitsamiouli,-11.3847,43.2844,29.4,74,62,4.44,KM,1704173356
492,uaua,-9.8414,-39.4817,22.91,78,54,3.5,BR,1704173357
493,revda,56.801,59.9303,-24.74,96,97,1.78,RU,1704173358
494,caleta de carquin,-11.0925,-77.6267,21.46,84,92,4.49,PE,1704173359
495,jatiroto,-7.8833,111.1167,28.59,75,97,0.71,ID,1704173360
496,rabaul,-4.1967,152.1721,29.32,71,49,2.47,PG,1704173361
497,abong mbang,3.9833,13.1833,18.07,73,22,0.9,CM,1704173362
498,beroroha,-21.6667,45.1667,25.89,79,100,2.7,MG,1704173363
499,san antonio de pale,-1.4014,5.6325,27.06,81,36,3.35,GQ,1704173364
500,melekeok village,7.4957,134.6367,31.31,70,75,3.09,PW,1704173365
501,port macquarie,-31.4333,152.9167,26.61,65,84,4.72,AU,1704173182
502,sehwan,26.4279,67.863,21.01,22,0,1.15,PK,1704173367
503,vadso,70.0744,29.7487,-18.51,87,100,6.11,NO,1704173368
504,vernon,50.2581,-119.2691,4.2,93,100,1.03,CA,1704173117
505,murray bridge,-35.1167,139.2667,28.61,41,61,5.96,AU,1704173370
506,ancud,-41.8697,-73.8203,11.83,91,100,0.61,CL,1704173371
507,cabinda,-5.55,12.2,27.08,94,20,0.0,AO,1704173372
508,astrakhan,46.3497,48.0408,-0.07,100,0,4.0,RU,1704173373
509,mil'kovo,55.6078,37.7956,-15.32,74,54,5.57,RU,1704173375
510,hengyang,26.8881,112.615,8.52,89,100,1.38,CN,1704173376
511,lloydminster,53.2835,-110.0016,-10.88,92,100,2.57,CA,1704173378
512,lockwood,45.8191,-108.4149,1.81,59,0,3.6,US,1704173379
513,susuman,62.7833,148.1667,-31.12,98,100,0.45,RU,1704173379
514,tokmok,42.8417,75.3016,6.18,61,100,0.09,KG,1704173380
515,axim,4.8699,-2.2405,26.26,81,54,2.3,GH,1704173381
516,berbera,10.4396,45.0143,24.0,73,9,1.18,SO,1704173382
517,baker city,44.7749,-117.8344,1.77,88,100,2.06,US,1704173112
518,tevriz,57.509,72.4042,-15.4,95,96,2.63,RU,1704173383
519,holualoa,19.6228,-155.9522,23.91,79,100,0.0,US,1704173366
520,belmonte,-15.8631,-38.8828,24.93,87,91,3.27,BR,1704173385
521,saint-leu,-21.15,55.2833,24.48,90,100,2.26,RE,1704173386
522,sabang,5.8933,95.3214,27.55,79,97,6.18,ID,1704173386
523,sinabang,2.4803,96.3801,29.37,69,79,0.88,ID,1704173387
524,tofol,5.3248,163.0078,28.54,82,61,7.97,FM,1704173388
525,rawson,-43.3002,-65.1023,16.23,88,14,3.52,AR,1704173388
526,quellon,-43.1167,-73.6167,11.4,97,19,2.03,CL,1704173389
527,kasane,-17.8167,25.15,22.05,83,0,1.03,BW,1704173390
528,taoudenni,22.6783,-3.9836,17.3,21,99,4.67,ML,1704173391
529,bayji,34.9311,43.487,11.87,44,100,1.73,IQ,1704173392
530,tazacorte,28.629,-17.9293,18.54,86,0,3.58,ES,1704173393
531,seredyna-buda,52.189,34.0364,-3.26,97,100,6.44,UA,1704173394
532,abepura,-2.6333,140.5833,31.45,66,40,2.06,ID,1704173395
533,tangermunde,52.5446,11.9765,3.81,87,100,4.25,DE,1704173395
534,slawharad,53.4446,31.0014,-7.1,67,100,7.02,BY,1704173396
535,hanceville,34.0607,-86.7675,2.95,78,0,2.31,US,1704173397
536,srandakan,-7.9386,110.2506,29.22,75,100,3.29,ID,1704173398
537,thunder bay,48.4001,-89.3168,-11.05,92,0,2.06,CA,1704173268
538,cabedelo,-6.9811,-34.8339,23.37,82,34,2.26,BR,1704173401
539,koppies,-27.2418,27.5742,21.92,51,14,6.77,ZA,1704173403
540,katsuren-haebaru,26.3369,127.8719,22.21,43,75,3.6,JP,1704173404
541,poronaysk,49.2167,143.1167,-11.87,88,99,1.81,RU,1704173405
542,lensk,60.7253,114.9278,-13.33,91,100,4.15,RU,1704173407
543,xining,36.6167,101.7667,-1.02,31,0,1.3,CN,1704173408
544,ketchikan,55.3422,-131.6461,5.99,93,100,3.09,US,1704173409
545,svobodnyy,51.4,128.1333,-17.39,88,12,1.51,RU,1704173410
